pattern,strategy,attack_information_ratio,defense_budget,T_opt,n_runs,lookahead_runs,infection_rate,activation_rate,detection_rate,PAS_at_T_opt,PS_at_T_opt,EP_max,mean_active_infectious,mean_exposed,mean_detected,RT,RI,RE,selected_policy_mode,best_before_guard_mode,safe_guard_mode
DCAC,RP,1.0,80,300,50,20,0.01,0.15,1e-05,0.5614788498480404,0.98,0.5502492728510796,59.64,1.28,0.02,9.085295437811782,0.7122394674577954,0.243622861195533,RP,RP,
DCAC,RP,1.0,100,300,50,20,0.01,0.15,1e-05,0.2946626190037283,0.92,0.2710896094834301,31.26,0.82,0.08,4.830614047048469,0.8898042077625077,0.3526686904981359,RP,RP,
DCDC,CDP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,CDP,CDP,
DCDC,CDP,0.25,20,300,50,20,0.01,0.15,1e-05,0.4413087530512441,0.92,0.4060040528071446,57.92,2.48,0.08,9.208342806753144,0.7314673936806382,0.4655760391239633,CDP,CDP,
DCDC,CDP,0.25,40,300,50,20,0.01,0.15,1e-05,0.1825255221626102,0.96,0.1752245012761058,22.34,1.04,0.04,4.139438981196896,0.9106316158926052,0.5839103413124214,CDP,CDP,
DCDC,CDP,0.25,60,300,50,20,0.01,0.15,1e-05,0.1411641830859334,1.0,0.1411641830859334,15.44,0.54,0.0,3.2303940927577472,0.9358391553220516,0.5367723855712916,CDP,CDP,
DCDC,CDP,0.25,80,300,50,20,0.01,0.15,1e-05,0.1536348149899857,1.0,0.1536348149899857,16.42,0.58,0.0,3.2123413358557946,0.9430509961254018,0.4702028805611189,CDP,CDP,
DCDC,CDP,0.25,100,300,50,20,0.01,0.15,1e-05,0.0982456139042411,0.96,0.0943157893480714,10.8,0.46,0.04,2.2771929807551348,0.9814680808126124,0.4508771930478794,CDP,CDP,
DCDC,CDP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,CDP,CDP,
DCDC,CDP,0.5,20,300,50,20,0.01,0.15,1e-05,0.4982573709912554,0.96,0.4783270761516052,61.68,1.94,0.04,10.26758710043735,0.6953327088556839,0.4181188575072873,CDP,CDP,
DCDC,CDP,0.5,40,300,50,20,0.01,0.15,1e-05,0.1647248140865645,0.96,0.1581358215231019,21.76,0.9,0.04,3.8332668022889105,0.9227795833987148,0.5966251327953112,CDP,CDP,
DCDC,CDP,0.5,60,300,50,20,0.01,0.15,1e-05,0.1311915279300625,1.0,0.1311915279300625,14.32,0.66,0.0,3.0728261412949887,0.9437936880730942,0.5430052950437109,CDP,CDP,
DCDC,CDP,0.5,80,300,50,20,0.01,0.15,1e-05,0.1127334764582999,1.0,0.1127334764582999,12.04,0.66,0.0,2.6233620609995194,0.9701296057146362,0.4929258464120555,CDP,CDP,
DCDC,CDP,0.5,100,300,50,20,0.01,0.15,1e-05,0.0982456139042411,0.96,0.0943157893480714,10.8,0.46,0.04,2.2771929807551348,0.9814680808126124,0.4508771930478794,CDP,CDP,
DCDC,CDP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,CDP,CDP,
DCDC,CDP,1.0,20,300,50,20,0.01,0.15,1e-05,0.5104644194132633,0.94,0.4798365542484674,64.14,2.24,0.06,10.494638201086696,0.6869162105453257,0.4079463171556139,CDP,CDP,
DCDC,CDP,1.0,40,300,50,20,0.01,0.15,1e-05,0.2104682773050964,1.0,0.2104682773050964,24.66,1.14,0.0,4.620054369647658,0.8932222707840519,0.5639512304963596,CDP,CDP,
DCDC,CDP,1.0,60,300,50,20,0.01,0.15,1e-05,0.1311915279300625,1.0,0.1311915279300625,14.32,0.66,0.0,3.0728261412949887,0.9437936880730942,0.5430052950437109,CDP,CDP,
DCDC,CDP,1.0,80,300,50,20,0.01,0.15,1e-05,0.1127334764582999,1.0,0.1127334764582999,12.04,0.66,0.0,2.6233620609995194,0.9701296057146362,0.4929258464120555,CDP,CDP,
DCDC,CDP,1.0,100,300,50,20,0.01,0.15,1e-05,0.0982456139042411,0.96,0.0943157893480714,10.8,0.46,0.04,2.2771929807551348,0.9814680808126124,0.4508771930478794,CDP,CDP,
DCDC,CP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,CP,CP,
DCDC,CP,0.25,20,300,50,20,0.01,0.15,1e-05,0.7056806395755895,0.86,0.6068853500350069,103.78,0.74,0.14,14.125659896105969,0.5585075842758668,0.2452661336870087,CP,CP,
DCDC,CP,0.25,40,210,50,20,0.01,0.15,1e-05,0.5304879138035923,0.94,0.4986586389753767,82.98,1.66,0.06,10.124392117421786,0.6927828560276652,0.335365775854577,CP,CP,
DCDC,CP,0.25,60,300,50,20,0.01,0.15,1e-05,0.601142932768487,0.92,0.553051498147008,88.44,0.74,0.08,10.498058337742092,0.6644432281770726,0.2492856670196957,CP,CP,
DCDC,CP,0.25,80,300,50,20,0.01,0.15,1e-05,0.5287158896837986,0.92,0.4864186185090947,76.56,1.28,0.08,8.6135088114467,0.7299346717055308,0.261824505731223,CP,CP,
DCDC,CP,0.25,100,270,50,20,0.01,0.15,1e-05,0.421609482182685,0.94,0.3963129132517239,60.38,1.22,0.06,6.480923268374905,0.8199538365812548,0.2891952589086575,CP,CP,
DCDC,CP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,CP,CP,
DCDC,CP,0.5,20,300,50,20,0.01,0.15,1e-05,0.7479879965865902,0.9,0.6731891969279312,106.94,0.44,0.1,14.91257673651058,0.5318078022187163,0.2100100028445081,CP,CP,
DCDC,CP,0.5,40,180,50,20,0.01,0.15,1e-05,0.51142906182795,0.98,0.501200480591391,78.58,2.04,0.02,9.79657986344074,0.7067711098118324,0.3489792415514644,CP,CP,
DCDC,CP,0.5,60,300,50,20,0.01,0.15,1e-05,0.6109610857764557,0.92,0.5620841989143393,90.06,0.7,0.08,10.653185155268,0.6580752942453039,0.2431493213897151,CP,CP,
DCDC,CP,0.5,80,300,50,20,0.01,0.15,1e-05,0.5341379974569187,0.92,0.4914069576603652,78.06,1.34,0.08,8.69158716337963,0.7264103016530027,0.2588122236350452,CP,CP,
DCDC,CP,0.5,100,270,50,20,0.01,0.15,1e-05,0.421609482182685,0.94,0.3963129132517239,60.38,1.22,0.06,6.480923268374905,0.8199538365812548,0.2891952589086575,CP,CP,
DCDC,CP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,CP,CP,
DCDC,CP,1.0,20,210,50,20,0.01,0.15,1e-05,0.6955207239641872,0.96,0.6676998950056197,98.16,1.26,0.04,13.936685465733886,0.5671115294232784,0.2537327300298439,CP,CP,
DCDC,CP,1.0,40,300,50,20,0.01,0.15,1e-05,0.6075107469921874,0.84,0.5103090274734374,96.88,0.74,0.16,11.449184848265624,0.6387180144550781,0.2803494664341517,CP,CP,
DCDC,CP,1.0,60,300,50,20,0.01,0.15,1e-05,0.6109610857764557,0.92,0.5620841989143393,90.06,0.7,0.08,10.653185155268,0.6580752942453039,0.2431493213897151,CP,CP,
DCDC,CP,1.0,80,300,50,20,0.01,0.15,1e-05,0.5341379974569187,0.92,0.4914069576603652,78.06,1.34,0.08,8.69158716337963,0.7264103016530027,0.2588122236350452,CP,CP,
DCDC,CP,1.0,100,270,50,20,0.01,0.15,1e-05,0.421609482182685,0.94,0.3963129132517239,60.38,1.22,0.06,6.480923268374905,0.8199538365812548,0.2891952589086575,CP,CP,
DCDC,DRAD,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.25,20,300,50,20,0.01,0.15,1e-05,0.5262889895799615,0.88,0.4631343108303661,79.86,1.74,0.12,10.788975206187285,0.6755121567730249,0.3947591753500321,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.25,40,300,50,20,0.01,0.15,1e-05,0.3684546753477908,0.94,0.3463473948269233,54.4,2.06,0.06,7.337420415982001,0.7977992874008736,0.4511038033230066,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.25,60,300,50,20,0.01,0.15,1e-05,0.2542112418441828,0.98,0.2491270170072991,36.58,1.52,0.02,5.016537621138089,0.8892504226744736,0.4661179738473857,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.25,80,300,50,20,0.01,0.15,1e-05,0.1800326461212521,0.98,0.1764319931988271,25.98,1.16,0.02,3.5924701041460314,0.944642816651412,0.4555374188215265,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.25,100,300,50,20,0.01,0.15,1e-05,0.1132162092541875,0.98,0.1109518850691037,16.02,0.54,0.02,2.471810720304438,0.979919488651063,0.4433918953729062,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,20,300,50,20,0.01,0.15,1e-05,0.565240564544458,0.92,0.5200213193809015,80.96,2.36,0.08,11.51347450052692,0.6509936330461024,0.362299529546285,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,40,300,50,20,0.01,0.15,1e-05,0.4116462300857329,0.94,0.3869474562805889,60.32,2.16,0.06,8.080315157474605,0.7700299504442737,0.4202526927959051,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,60,300,50,20,0.01,0.15,1e-05,0.2494296008502558,1.0,0.2494296008502558,34.26,1.5,0.0,4.940987693434043,0.8939683372434692,0.46910649946859,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,80,300,50,20,0.01,0.15,1e-05,0.1738003358616598,0.98,0.1703243291444266,24.44,1.28,0.02,3.5027248364079018,0.9487099904147483,0.4589998134101889,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,0.5,100,300,50,20,0.01,0.15,1e-05,0.1126795117836365,0.96,0.108172331312291,16.5,0.52,0.04,2.4648336531872745,0.9792984610036471,0.4436602441081817,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,20,300,50,20,0.01,0.15,1e-05,0.5591637299638884,0.92,0.5144306315667774,78.74,1.9,0.08,11.400445377328325,0.6549435755234725,0.3673635583634262,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,40,300,50,20,0.01,0.15,1e-05,0.3910354463832551,0.92,0.3597526106725947,57.78,1.76,0.08,7.725809677791987,0.7826269598508842,0.4349746811548178,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,60,300,50,20,0.01,0.15,1e-05,0.2413351947918883,1.0,0.2413351947918883,33.6,1.4,0.0,4.813096077711836,0.9006000378338257,0.4741655032550697,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,80,300,50,20,0.01,0.15,1e-05,0.1680524704630236,0.98,0.1646914210537632,23.68,1.02,0.02,3.4199555746675405,0.950213907699723,0.4621930719649868,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD,1.0,100,300,50,20,0.01,0.15,1e-05,0.1096714825075748,0.96,0.1052846232072718,15.92,0.5,0.04,2.4257292725984736,0.979128660161738,0.4451642587462125,DRAD_SCORE,DRAD_SCORE,
DCDC,DRAD-CF-MPC,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,NP,NP,zero_budget
DCDC,DRAD-CF-MPC,0.25,20,300,50,20,0.01,0.15,1e-05,0.4548112832043917,0.9,0.4093301548839526,60.36,2.22,0.1,9.459489867601688,0.7223376900083364,0.4543239306630069,CDP,CDP,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.25,40,300,50,20,0.01,0.15,1e-05,0.1981859708579583,0.96,0.19025853202364,24.54,1.1,0.04,4.4087986987568835,0.9010825808092316,0.5727243065300298,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.25,60,300,50,20,0.01,0.15,1e-05,0.1217166734923371,1.0,0.1217166734923371,13.82,0.52,0.0,2.9231234411789275,0.9500862227121974,0.5489270790672892,CDP,CDP_PDP_90,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.25,80,300,50,20,0.01,0.15,1e-05,0.1442349332397819,1.0,0.1442349332397819,16.82,0.82,0.0,3.076983038652859,0.9470614209572632,0.47542503708901,CDP_PDP_90,CDP_PDP_90,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.25,100,300,50,20,0.01,0.15,1e-05,0.0905611640685975,0.96,0.0869387175058536,12.1,0.7,0.04,2.177295132891768,0.9869434865417562,0.4547194179657012,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,NP,NP,zero_budget
DCDC,DRAD-CF-MPC,0.5,20,300,50,20,0.01,0.15,1e-05,0.4843045740120988,0.96,0.4649323910516148,60.4,2.1,0.04,10.008065076625035,0.7044020268921358,0.4297461883232511,CDP,CDP,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.5,40,300,50,20,0.01,0.15,1e-05,0.1721698479156792,0.94,0.1618396570407385,24.36,0.94,0.06,3.961321384149685,0.9173648125572054,0.5913072514888005,CDP,CDP_PHYSICS_95,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.5,60,300,50,20,0.01,0.15,1e-05,0.1071230780001356,1.0,0.1071230780001356,11.96,0.54,0.0,2.6925446324021425,0.959466987489001,0.5580480762499151,CDP,CDP_PHYSICS_90,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.5,80,300,50,20,0.01,0.15,1e-05,0.1222748788133909,1.0,0.1222748788133909,15.26,0.98,0.0,2.760758254912829,0.9646663588579636,0.487625067325894,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,0.5,100,300,50,20,0.01,0.15,1e-05,0.0822081692061015,0.96,0.0789198424378574,11.22,0.66,0.04,2.0687061996793195,0.9914087175077898,0.4588959153969492,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,NP,NP,zero_budget
DCDC,DRAD-CF-MPC,1.0,20,300,50,20,0.01,0.15,1e-05,0.497283204102969,0.94,0.4674462118567908,63.7,2.2,0.06,10.249467596315226,0.695484000497017,0.4189306632475258,CDP,CDP,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,1.0,40,300,50,20,0.01,0.15,1e-05,0.2179029949596212,0.98,0.2135449350604288,26.34,1.5,0.02,4.747931513305486,0.8871776856189897,0.5586407178859849,CDP,CDP_PHYSICS_90,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,1.0,60,300,50,20,0.01,0.15,1e-05,0.1067005228465621,1.0,0.1067005228465621,11.9,0.54,0.0,2.6858682609756817,0.959466987489001,0.5583121732208987,CDP,CDP_PHYSICS_90,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,1.0,80,300,50,20,0.01,0.15,1e-05,0.1091511798376218,1.0,0.1091511798376218,13.26,0.78,0.0,2.571776989661755,0.9665615174691188,0.4949160112013211,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain
DCDC,DRAD-CF-MPC,1.0,100,300,50,20,0.01,0.15,1e-05,0.0732056115514257,0.94,0.0688132748583402,9.92,0.64,0.06,1.9516729501685348,0.9922629317261928,0.4633971942242871,RANK_ENSEMBLE,RANK_ENSEMBLE,switched_with_counterfactual_gain
DCDC,NP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,NP,NP,
DCDC,NP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,NP,NP,
DCDC,NP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,NP,NP,
DCDC,PDP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,PDP,PDP,
DCDC,PDP,0.25,20,300,50,20,0.01,0.15,1e-05,0.7305702444750705,0.9,0.6575132200275634,105.12,0.7,0.1,14.588606547236314,0.543129341091204,0.2245247962707745,PDP,PDP,
DCDC,PDP,0.25,40,300,50,20,0.01,0.15,1e-05,0.6257019512631857,0.9,0.5631317561368672,92.58,1.14,0.1,11.762073561726796,0.6292937316789292,0.2673557490977244,PDP,PDP,
DCDC,PDP,0.25,60,300,50,20,0.01,0.15,1e-05,0.2851248352984367,0.98,0.2794223385924679,43.46,1.94,0.02,5.504972397715299,0.8714584015867142,0.446796977938477,PDP,PDP,
DCDC,PDP,0.25,80,270,50,20,0.01,0.15,1e-05,0.1944104526604601,1.0,0.1944104526604601,27.62,1.22,0.0,3.799510518310625,0.9412023487299508,0.4475497485219666,PDP,PDP,
DCDC,PDP,0.25,100,300,50,20,0.01,0.15,1e-05,0.1532281043118054,0.92,0.140969855966861,21.58,0.98,0.08,2.991965356053471,0.9667989104441168,0.4233859478440972,PDP,PDP,
DCDC,PDP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,PDP,PDP,
DCDC,PDP,0.5,20,270,50,20,0.01,0.15,1e-05,0.711505362702613,0.88,0.6261247191782995,101.72,0.86,0.12,14.233999746268598,0.5551215142433017,0.2404121977478226,PDP,PDP,
DCDC,PDP,0.5,40,300,50,20,0.01,0.15,1e-05,0.612505510680089,0.86,0.5267547391848765,92.5,1.14,0.14,11.535094783697527,0.6362714180579422,0.2767817780856508,PDP,PDP,
DCDC,PDP,0.5,60,270,50,20,0.01,0.15,1e-05,0.2539975778799438,0.98,0.248917626322345,37.96,1.58,0.02,5.013161730503112,0.8902154106535133,0.4662515138250351,PDP,PDP,
DCDC,PDP,0.5,80,300,50,20,0.01,0.15,1e-05,0.2089770160182203,1.0,0.2089770160182203,28.94,1.2,0.0,4.009269030662374,0.9326868422959174,0.4394572133232108,PDP,PDP,
DCDC,PDP,0.5,100,300,50,20,0.01,0.15,1e-05,0.1532281043118054,0.92,0.140969855966861,21.58,0.98,0.08,2.991965356053471,0.9667989104441168,0.4233859478440972,PDP,PDP,
DCDC,PDP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,PDP,PDP,
DCDC,PDP,1.0,20,210,50,20,0.01,0.15,1e-05,0.676802348703679,0.94,0.6361942077814582,96.74,1.54,0.06,13.58852368588843,0.5788784733426087,0.2693313760802675,PDP,PDP,
DCDC,PDP,1.0,40,300,50,20,0.01,0.15,1e-05,0.6100976020287474,0.84,0.5124819857041478,93.36,1.1,0.16,11.493678754894454,0.6370365586813143,0.278501712836609,PDP,PDP,
DCDC,PDP,1.0,60,270,50,20,0.01,0.15,1e-05,0.2539975778799438,0.98,0.248917626322345,37.96,1.58,0.02,5.013161730503112,0.8902154106535133,0.4662515138250351,PDP,PDP,
DCDC,PDP,1.0,80,300,50,20,0.01,0.15,1e-05,0.2089770160182203,1.0,0.2089770160182203,28.94,1.2,0.0,4.009269030662374,0.9326868422959174,0.4394572133232108,PDP,PDP,
DCDC,PDP,1.0,100,300,50,20,0.01,0.15,1e-05,0.1532281043118054,0.92,0.140969855966861,21.58,0.98,0.08,2.991965356053471,0.9667989104441168,0.4233859478440972,PDP,PDP,
DCDC,RP,0.25,0,270,50,20,0.01,0.15,1e-05,0.8441589075503948,0.88,0.7428598386443475,112.7,0.58,0.12,17.883178151007897,0.4512967100922433,0.155841092449605,RP,RP,
DCDC,RP,0.25,20,210,50,20,0.01,0.15,1e-05,0.6613091802543942,0.96,0.6348568130442185,85.64,2.0,0.04,13.300350752731733,0.5893490328346437,0.2822423497880047,RP,RP,
DCDC,RP,0.25,40,300,50,20,0.01,0.15,1e-05,0.7013586168226026,0.94,0.6592770998132464,88.82,1.32,0.06,13.06336820934876,0.5817168990653083,0.2133152736981409,RP,RP,
DCDC,RP,0.25,60,300,50,20,0.01,0.15,1e-05,0.5471989704690811,0.9,0.4924790734221729,74.26,1.62,0.1,9.64574373341148,0.6983206691950974,0.2830006434568244,RP,RP,
DCDC,RP,0.25,80,300,50,20,0.01,0.15,1e-05,0.4158740987185595,0.94,0.3909216527954459,54.92,1.26,0.06,6.988587021547258,0.8004877630463026,0.3245143896008002,RP,RP,
DCDC,RP,0.25,100,300,50,20,0.01,0.15,1e-05,0.2193543644564803,0.92,0.2018060152999619,31.26,0.82,0.08,3.8516067379342447,0.933358631175556,0.3903228177717598,RP,RP,
DCDC,RP,0.5,0,210,50,20,0.01,0.15,1e-05,0.8207214566662357,0.92,0.7550637401329369,106.32,2.0,0.08,17.414429133324713,0.4665310531669467,0.1792785433337643,RP,RP,
DCDC,RP,0.5,20,210,50,20,0.01,0.15,1e-05,0.7147622880151934,0.94,0.6718765507342818,91.62,1.68,0.06,14.2945785570826,0.5542045127901242,0.2376980933206721,RP,RP,
DCDC,RP,0.5,40,300,50,20,0.01,0.15,1e-05,0.6995964542575939,0.9,0.6296368088318345,92.74,1.08,0.1,13.033059013230613,0.581262304732564,0.2145739612445758,RP,RP,
DCDC,RP,0.5,60,300,50,20,0.01,0.15,1e-05,0.5696197699609871,0.9,0.5126577929648883,78.3,1.3,0.1,9.999992365383598,0.6834638416263245,0.268987643774383,RP,RP,
DCDC,RP,0.5,80,300,50,20,0.01,0.15,1e-05,0.4542588695031909,0.98,0.4451736921131271,59.64,1.28,0.02,7.541327720845947,0.7809830161891357,0.3031895169426717,RP,RP,
DCDC,RP,0.5,100,300,50,20,0.01,0.15,1e-05,0.2193543644564803,0.92,0.2018060152999619,31.26,0.82,0.08,3.8516067379342447,0.933358631175556,0.3903228177717598,RP,RP,
DCDC,RP,1.0,0,210,50,20,0.01,0.15,1e-05,0.8476941342239211,0.94,0.7968324861704859,107.98,1.42,0.06,17.953882684478426,0.4489988127544512,0.1523058657760787,RP,RP,
DCDC,RP,1.0,20,210,50,20,0.01,0.15,1e-05,0.7094804054232081,0.92,0.6527219729893515,91.36,1.68,0.08,14.19633554087167,0.5572377364749148,0.2420996621473266,RP,RP,
DCDC,RP,1.0,40,300,50,20,0.01,0.15,1e-05,0.6910184611499894,0.88,0.6080962458119907,92.08,1.1,0.12,12.88551753177982,0.5860380002525069,0.2207010991785788,RP,RP,
DCDC,RP,1.0,60,300,50,20,0.01,0.15,1e-05,0.5696197699609871,0.9,0.5126577929648883,78.3,1.3,0.1,9.999992365383598,0.6834638416263245,0.268987643774383,RP,RP,
